source,target,lag,r,p_raw,p_adj,significant_fdr
canned goods,snacks,1,0.1344,0.40208,0.88439,False
canned goods,snacks,2,0.2208,0.17105,0.74424,False
canned goods,snacks,3,0.0095,0.95422,0.99427,False
canned goods,snacks,4,0.0619,0.71215,0.93835,False
dairy eggs,alcohol,1,0.1369,0.39324,0.87757,False
dairy eggs,alcohol,2,0.1252,0.44158,0.89461,False
dairy eggs,alcohol,3,-0.0123,0.94057,0.99133,False
dairy eggs,alcohol,4,-0.0566,0.73568,0.95103,False
dairy eggs,babies,1,-0.1292,0.42084,0.88458,False
dairy eggs,babies,2,-0.0321,0.84399,0.9735,False
dairy eggs,babies,3,0.0531,0.74803,0.95103,False
dairy eggs,babies,4,0.2653,0.10745,0.70371,False
dairy eggs,bakery,1,0.1295,0.41964,0.88458,False
dairy eggs,bakery,2,-0.3521,0.02588,0.53642,False
dairy eggs,bakery,3,-0.0316,0.8484,0.9735,False
dairy eggs,bakery,4,0.2001,0.22848,0.77882,False
dairy eggs,beverages,1,0.1538,0.33707,0.86692,False
dairy eggs,beverages,2,-0.1486,0.36022,0.87218,False
dairy eggs,beverages,3,-0.1475,0.37008,0.87292,False
dairy eggs,beverages,4,0.2694,0.10195,0.69864,False
dairy eggs,breakfast,1,0.1833,0.25119,0.80921,False
dairy eggs,breakfast,2,-0.2,0.21604,0.77471,False
dairy eggs,breakfast,3,-0.0645,0.69624,0.93205,False
dairy eggs,breakfast,4,-0.1123,0.50192,0.89904,False
dairy eggs,bulk,1,-0.0748,0.64193,0.92289,False
dairy eggs,bulk,2,0.1415,0.38379,0.87292,False
dairy eggs,bulk,3,0.0988,0.54942,0.9071,False
dairy eggs,bulk,4,-0.0481,0.77407,0.95767,False
dairy eggs,canned goods,1,-0.1301,0.41747,0.88458,False
dairy eggs,canned goods,2,0.1648,0.30963,0.8529,False
dairy eggs,canned goods,3,0.1873,0.2535,0.80921,False
dairy eggs,canned goods,4,-0.2538,0.12411,0.72852,False
dairy eggs,deli,1,0.1313,0.41338,0.88458,False
dairy eggs,deli,2,0.0848,0.60281,0.92061,False
dairy eggs,deli,3,0.1409,0.39233,0.87697,False
dairy eggs,deli,4,-0.05,0.7656,0.95541,False
dairy eggs,dry goods pasta,1,0.2817,0.0744,0.67694,False
dairy eggs,dry goods pasta,2,-0.2217,0.16916,0.74424,False
dairy eggs,dry goods pasta,3,-0.0795,0.63047,0.92289,False
dairy eggs,dry goods pasta,4,-0.2743,0.09561,0.69593,False
dairy eggs,frozen,1,-0.1081,0.5011,0.89904,False
dairy eggs,frozen,2,-0.0191,0.90702,0.97939,False
dairy eggs,frozen,3,0.1133,0.49212,0.89904,False
dairy eggs,frozen,4,-0.3239,0.04726,0.66194,False
dairy eggs,household,1,0.1606,0.3159,0.85349,False
dairy eggs,household,2,0.1575,0.33174,0.86692,False
dairy eggs,household,3,-0.2041,0.21266,0.77372,False
dairy eggs,household,4,-0.1126,0.50106,0.89904,False
dairy eggs,international,1,-0.135,0.39991,0.88238,False
dairy eggs,international,2,-0.0475,0.77089,0.95767,False
dairy eggs,international,3,-0.0191,0.90805,0.97966,False
dairy eggs,international,4,0.1037,0.53536,0.90305,False
dairy eggs,meat seafood,1,-0.2309,0.14629,0.74424,False
dairy eggs,meat seafood,2,0.0743,0.64873,0.92289,False
dairy eggs,meat seafood,3,0.269,0.09776,0.69593,False
dairy eggs,meat seafood,4,0.1103,0.50969,0.89904,False
dairy eggs,pantry,1,-0.2687,0.08932,0.69593,False
dairy eggs,pantry,2,0.0991,0.54285,0.9071,False
dairy eggs,pantry,3,-0.1487,0.36641,0.87292,False
dairy eggs,pantry,4,-0.0873,0.60236,0.92061,False
dairy eggs,personal care,1,0.0371,0.81774,0.96752,False
dairy eggs,personal care,2,0.0806,0.62106,0.92289,False
dairy eggs,personal care,3,-0.2267,0.16517,0.74424,False
dairy eggs,personal care,4,-0.0329,0.84437,0.9735,False
dairy eggs,pets,1,-0.0238,0.8827,0.97542,False
dairy eggs,pets,2,0.1385,0.39395,0.87773,False
dairy eggs,pets,3,-0.125,0.44816,0.89461,False
dairy eggs,pets,4,-0.0514,0.75934,0.95509,False
dairy eggs,produce,1,-0.2178,0.17137,0.74424,False
dairy eggs,produce,2,0.1738,0.28354,0.85205,False
dairy eggs,produce,3,0.0079,0.96201,0.99548,False
dairy eggs,produce,4,0.1441,0.38815,0.87303,False
dairy eggs,snacks,1,0.2462,0.12068,0.72852,False
dairy eggs,snacks,2,-0.3684,0.01934,0.51938,False
dairy eggs,snacks,3,-0.1535,0.35082,0.87002,False
dairy eggs,snacks,4,-0.0885,0.59707,0.91785,False
deli,alcohol,1,-0.1446,0.36711,0.87292,False
deli,alcohol,2,0.2347,0.14488,0.74424,False
deli,alcohol,3,-0.1548,0.34665,0.86692,False
deli,alcohol,4,0.162,0.33125,0.86692,False
deli,babies,1,-0.1284,0.42378,0.8848,False
deli,babies,2,0.2202,0.17219,0.74543,False
deli,babies,3,-0.0623,0.70622,0.93525,False
deli,babies,4,-0.255,0.12238,0.72852,False
deli,bakery,1,0.2364,0.13681,0.74424,False
deli,bakery,2,-0.1534,0.34453,0.86692,False
deli,bakery,3,0.2153,0.18812,0.74976,False
deli,bakery,4,-0.2005,0.22746,0.77882,False
deli,beverages,1,0.2407,0.1296,0.73405,False
deli,beverages,2,0.0869,0.59384,0.91785,False
deli,beverages,3,0.1656,0.31376,0.85349,False
deli,beverages,4,-0.3161,0.05318,0.66194,False
deli,breakfast,1,-0.2822,0.07387,0.67694,False
deli,breakfast,2,0.1101,0.49865,0.89904,False
deli,breakfast,3,0.07,0.67181,0.92289,False
deli,breakfast,4,-0.2942,0.07302,0.67694,False
deli,bulk,1,0.0707,0.66032,0.92289,False
deli,bulk,2,0.0565,0.72909,0.94882,False
deli,bulk,3,-0.2807,0.08351,0.69593,False
deli,bulk,4,0.2347,0.1561,0.74424,False
deli,canned goods,1,0.2196,0.16777,0.74424,False
deli,canned goods,2,-0.4128,0.00811,0.51938,False
deli,canned goods,3,0.1767,0.28178,0.85205,False
deli,canned goods,4,0.176,0.29039,0.8529,False
deli,dairy eggs,1,0.2667,0.09183,0.69593,False
deli,dairy eggs,2,0.0325,0.84208,0.9735,False
deli,dairy eggs,3,0.1118,0.49806,0.89904,False
deli,dairy eggs,4,-0.1037,0.5356,0.90305,False
deli,dry goods pasta,1,-0.4062,0.00842,0.51938,False
deli,dry goods pasta,2,0.1467,0.36628,0.87292,False
deli,dry goods pasta,3,-0.0733,0.65742,0.92289,False
deli,dry goods pasta,4,0.0308,0.85438,0.9735,False
deli,frozen,1,0.0421,0.794,0.95953,False
deli,frozen,2,-0.0296,0.85614,0.9735,False
deli,frozen,3,-0.3807,0.01679,0.51938,False
deli,frozen,4,0.2434,0.14083,0.74424,False
deli,household,1,0.1591,0.32047,0.85589,False
deli,household,2,-0.2603,0.10476,0.70015,False
deli,household,3,0.1419,0.38897,0.87303,False
deli,household,4,-0.1468,0.37923,0.87292,False
deli,international,1,0.0344,0.83088,0.9735,False
deli,international,2,0.0816,0.61665,0.92087,False
deli,international,3,-0.111,0.5013,0.89904,False
deli,international,4,0.0854,0.61024,0.92061,False
deli,meat seafood,1,0.1327,0.40824,0.88458,False
deli,meat seafood,2,-0.1648,0.30958,0.8529,False
deli,meat seafood,3,-0.0883,0.59317,0.91785,False
deli,meat seafood,4,0.046,0.78368,0.95953,False
deli,pantry,1,0.1117,0.4867,0.89904,False
deli,pantry,2,-0.0064,0.96897,0.9974,False
deli,pantry,3,0.0335,0.83965,0.9735,False
deli,pantry,4,0.0756,0.65205,0.92289,False
deli,personal care,1,0.1636,0.30673,0.8529,False
deli,personal care,2,-0.0396,0.80854,0.96454,False
deli,personal care,3,0.0911,0.58127,0.91785,False
deli,personal care,4,-0.2552,0.12202,0.72852,False
deli,pets,1,-0.3718,0.01668,0.51938,False
deli,pets,2,0.1377,0.39676,0.88102,False
deli,pets,3,0.3464,0.03077,0.56994,False
deli,pets,4,-0.4446,0.00517,0.51938,False
deli,produce,1,-0.0816,0.61219,0.92061,False
deli,produce,2,-0.2446,0.12819,0.73405,False
deli,produce,3,0.0979,0.5532,0.90741,False
deli,produce,4,0.152,0.36232,0.87263,False
deli,snacks,1,-0.2154,0.1763,0.74976,False
deli,snacks,2,0.3653,0.02046,0.51938,False
deli,snacks,3,-0.2941,0.06921,0.67694,False
deli,snacks,4,0.107,0.52251,0.9013,False
dry goods pasta,alcohol,1,-0.3446,0.02734,0.54205,False
dry goods pasta,alcohol,2,0.2469,0.12462,0.72852,False
dry goods pasta,alcohol,3,-0.2998,0.06374,0.66922,False
dry goods pasta,alcohol,4,0.1769,0.28805,0.8529,False
dry goods pasta,babies,1,-0.0502,0.75547,0.95428,False
dry goods pasta,babies,2,-0.0537,0.74195,0.95103,False
dry goods pasta,babies,3,0.1768,0.28169,0.85205,False
dry goods pasta,babies,4,-0.3464,0.03313,0.5886,False
dry goods pasta,bakery,1,0.0023,0.98845,0.99854,False
dry goods pasta,bakery,2,-0.127,0.43487,0.88761,False
dry goods pasta,bakery,3,0.2943,0.06896,0.67694,False
dry goods pasta,bakery,4,-0.0812,0.62804,0.92289,False
dry goods pasta,beverages,1,-0.1409,0.37956,0.87292,False
dry goods pasta,beverages,2,-0.1927,0.2335,0.78291,False
dry goods pasta,beverages,3,0.3571,0.02563,0.53642,False
dry goods pasta,beverages,4,-0.1994,0.2301,0.77882,False
dry goods pasta,breakfast,1,-0.3559,0.0224,0.51938,False
dry goods pasta,breakfast,2,0.2973,0.06242,0.66194,False
dry goods pasta,breakfast,3,0.1055,0.52273,0.9013,False
dry goods pasta,breakfast,4,-0.1301,0.43634,0.88761,False
dry goods pasta,bulk,1,0.0861,0.59253,0.91785,False
dry goods pasta,bulk,2,-0.0014,0.99329,0.99854,False
dry goods pasta,bulk,3,0.0076,0.96327,0.99603,False
dry goods pasta,bulk,4,-0.0477,0.77595,0.95803,False
dry goods pasta,canned goods,1,0.3394,0.02995,0.56994,False
dry goods pasta,canned goods,2,-0.0738,0.65093,0.92289,False
dry goods pasta,canned goods,3,-0.0783,0.63577,0.92289,False
dry goods pasta,canned goods,4,-0.0151,0.92853,0.98774,False
dry goods pasta,dairy eggs,1,-0.0018,0.99124,0.99854,False
dry goods pasta,dairy eggs,2,-0.2217,0.16923,0.74424,False
dry goods pasta,dairy eggs,3,0.0995,0.54681,0.9071,False
dry goods pasta,dairy eggs,4,-0.2285,0.16762,0.74424,False
dry goods pasta,deli,1,-0.3632,0.01961,0.51938,False
dry goods pasta,deli,2,0.1825,0.25974,0.81872,False
dry goods pasta,deli,3,-0.2675,0.09973,0.69607,False
dry goods pasta,deli,4,0.1078,0.5194,0.90056,False
dry goods pasta,frozen,1,0.014,0.93078,0.98783,False
dry goods pasta,frozen,2,0.115,0.47977,0.89904,False
dry goods pasta,frozen,3,-0.2221,0.17421,0.74884,False
dry goods pasta,frozen,4,0.4,0.01283,0.51938,False
dry goods pasta,household,1,0.1046,0.51529,0.89977,False
dry goods pasta,household,2,-0.1937,0.2311,0.77882,False
dry goods pasta,household,3,0.2613,0.10806,0.70371,False
dry goods pasta,household,4,-0.1183,0.47927,0.89904,False
dry goods pasta,international,1,0.2357,0.13798,0.74424,False
dry goods pasta,international,2,0.0428,0.79313,0.95953,False
dry goods pasta,international,3,-0.0097,0.95335,0.99427,False
dry goods pasta,international,4,-0.1179,0.48092,0.89904,False
dry goods pasta,meat seafood,1,0.2018,0.20573,0.77034,False
dry goods pasta,meat seafood,2,-0.1146,0.48133,0.89904,False
dry goods pasta,meat seafood,3,-0.0521,0.75263,0.95245,False
dry goods pasta,meat seafood,4,-0.0009,0.99552,0.99854,False
dry goods pasta,pantry,1,0.3712,0.01687,0.51938,False
dry goods pasta,pantry,2,-0.1341,0.40951,0.88458,False
dry goods pasta,pantry,3,0.1549,0.34638,0.86692,False
dry goods pasta,pantry,4,-0.0427,0.799,0.96133,False
dry goods pasta,personal care,1,0.2081,0.19162,0.74976,False
dry goods pasta,personal care,2,-0.2102,0.19303,0.74976,False
dry goods pasta,personal care,3,0.2295,0.15988,0.74424,False
dry goods pasta,personal care,4,-0.1055,0.52839,0.90305,False
dry goods pasta,pets,1,-0.0238,0.88269,0.97542,False
dry goods pasta,pets,2,-0.0899,0.58098,0.91785,False
dry goods pasta,pets,3,0.1111,0.50061,0.89904,False
dry goods pasta,pets,4,-0.1906,0.2516,0.80921,False
dry goods pasta,produce,1,0.2261,0.15514,0.74424,False
dry goods pasta,produce,2,0.0591,0.71699,0.94238,False
dry goods pasta,produce,3,-0.0609,0.71268,0.93835,False
dry goods pasta,produce,4,-0.1451,0.38474,0.87292,False
dry goods pasta,snacks,1,-0.3858,0.01273,0.51938,False
dry goods pasta,snacks,2,0.2361,0.14245,0.74424,False
dry goods pasta,snacks,3,0.0212,0.89799,0.9781,False
dry goods pasta,snacks,4,0.321,0.0494,0.66194,False
frozen,alcohol,1,-0.02,0.90132,0.9781,False
frozen,alcohol,2,-0.3182,0.04537,0.65333,False
frozen,alcohol,3,0.1071,0.5162,0.89977,False
frozen,alcohol,4,0.0385,0.81829,0.96752,False
frozen,babies,1,0.3269,0.03697,0.63219,False
frozen,babies,2,-0.2433,0.13034,0.73405,False
frozen,babies,3,0.1172,0.47728,0.89904,False
frozen,babies,4,-0.2692,0.10214,0.69864,False
frozen,bakery,1,-0.0437,0.78619,0.95953,False
frozen,bakery,2,0.2315,0.15064,0.74424,False
frozen,bakery,3,0.0015,0.99256,0.99854,False
frozen,bakery,4,0.0245,0.88388,0.97585,False
frozen,beverages,1,-0.0788,0.62445,0.92289,False
frozen,beverages,2,0.1547,0.3404,0.86692,False
frozen,beverages,3,-0.0946,0.56688,0.91436,False
frozen,beverages,4,-0.0739,0.65914,0.92289,False
frozen,breakfast,1,0.0357,0.82446,0.97187,False
frozen,breakfast,2,0.2696,0.09245,0.69593,False
frozen,breakfast,3,-0.0254,0.8778,0.97542,False
frozen,breakfast,4,0.0731,0.66253,0.92289,False
frozen,bulk,1,-0.0652,0.68526,0.92913,False
frozen,bulk,2,-0.0324,0.84247,0.9735,False
frozen,bulk,3,-0.173,0.29211,0.8529,False
frozen,bulk,4,0.0925,0.58075,0.91785,False
frozen,canned goods,1,-0.1141,0.47732,0.89904,False
frozen,canned goods,2,0.0554,0.73408,0.95103,False
frozen,canned goods,3,-0.0747,0.65134,0.92289,False
frozen,canned goods,4,0.0752,0.65371,0.92289,False
frozen,dairy eggs,1,0.1634,0.30738,0.8529,False
frozen,dairy eggs,2,-0.1658,0.30649,0.8529,False
frozen,dairy eggs,3,0.1379,0.40238,0.88439,False
frozen,dairy eggs,4,-0.3508,0.03083,0.56994,False
frozen,deli,1,-0.2096,0.18835,0.74976,False
frozen,deli,2,-0.0648,0.69113,0.93058,False
frozen,deli,3,0.1198,0.46749,0.89904,False
frozen,deli,4,-0.0413,0.80545,0.96454,False
frozen,dry goods pasta,1,-0.1658,0.30023,0.8529,False
frozen,dry goods pasta,2,0.1974,0.22213,0.77471,False
frozen,dry goods pasta,3,0.0087,0.95799,0.99434,False
frozen,dry goods pasta,4,0.1583,0.34257,0.86692,False
frozen,household,1,-0.2322,0.14401,0.74424,False
frozen,household,2,0.0276,0.86565,0.9735,False
frozen,household,3,-0.1052,0.52375,0.9013,False
frozen,household,4,0.2798,0.0889,0.69593,False
frozen,international,1,0.2805,0.07571,0.67694,False
frozen,international,2,0.1099,0.49979,0.89904,False
frozen,international,3,-0.2116,0.19606,0.75416,False
frozen,international,4,-0.0116,0.94501,0.99249,False
frozen,meat seafood,1,0.085,0.59736,0.91785,False
frozen,meat seafood,2,-0.1766,0.27571,0.84085,False
frozen,meat seafood,3,0.0084,0.95969,0.99459,False
frozen,meat seafood,4,-0.0466,0.78096,0.95953,False
frozen,pantry,1,0.1775,0.26695,0.83153,False
frozen,pantry,2,-0.003,0.98519,0.99854,False
frozen,pantry,3,-0.0618,0.70844,0.93637,False
frozen,pantry,4,-0.027,0.87234,0.9743,False
frozen,personal care,1,-0.1022,0.52491,0.9013,False
frozen,personal care,2,0.004,0.98037,0.99854,False
frozen,personal care,3,-0.0724,0.66148,0.92289,False
frozen,personal care,4,0.104,0.53449,0.90305,False
frozen,pets,1,0.1414,0.37792,0.87292,False
frozen,pets,2,-0.0607,0.70993,0.93744,False
frozen,pets,3,0.0849,0.60735,0.92061,False
frozen,pets,4,-0.1721,0.30138,0.8529,False
frozen,produce,1,0.193,0.22672,0.77882,False
frozen,produce,2,-0.1851,0.25273,0.80921,False
frozen,produce,3,0.2624,0.10653,0.70371,False
frozen,produce,4,-0.1567,0.34751,0.86692,False
frozen,snacks,1,-0.1982,0.21424,0.77471,False
frozen,snacks,2,0.2735,0.08766,0.69593,False
frozen,snacks,3,0.0273,0.86898,0.9743,False
frozen,snacks,4,0.13,0.43667,0.88761,False
household,alcohol,1,-0.0722,0.65381,0.92289,False
household,alcohol,2,-0.2279,0.15724,0.74424,False
household,alcohol,3,-0.0477,0.77316,0.95767,False
household,alcohol,4,0.0355,0.83248,0.9735,False
household,babies,1,0.1252,0.43537,0.88761,False
household,babies,2,0.0666,0.68314,0.92913,False
household,babies,3,-0.0113,0.94533,0.99249,False
household,babies,4,-0.2189,0.18661,0.74976,False
household,bakery,1,-0.1176,0.46411,0.89904,False
household,bakery,2,0.2147,0.18336,0.74976,False
household,bakery,3,0.057,0.73034,0.94882,False
household,bakery,4,-0.116,0.48785,0.89904,False
household,beverages,1,-0.2013,0.20688,0.77034,False
household,beverages,2,-0.0769,0.63729,0.92289,False
household,beverages,3,0.2242,0.17004,0.74424,False
household,beverages,4,-0.138,0.40872,0.88458,False
household,breakfast,1,-0.3067,0.05112,0.66194,False
household,breakfast,2,0.2845,0.07525,0.67694,False
household,breakfast,3,-0.0839,0.61162,0.92061,False
household,breakfast,4,0.1274,0.44584,0.89461,False
household,bulk,1,0.0105,0.94826,0.99286,False
household,bulk,2,-0.1853,0.25234,0.80921,False
household,bulk,3,0.1167,0.47914,0.89904,False
household,bulk,4,-0.1379,0.40918,0.88458,False
household,canned goods,1,0.0041,0.97952,0.9985,False
household,canned goods,2,0.052,0.7501,0.95245,False
household,canned goods,3,-0.1293,0.43286,0.88761,False
household,canned goods,4,0.1866,0.26208,0.81889,False
household,dairy eggs,1,0.1469,0.35946,0.87188,False
household,dairy eggs,2,-0.1985,0.21939,0.77471,False
household,dairy eggs,3,0.2139,0.19108,0.74976,False
household,dairy eggs,4,-0.3908,0.01526,0.51938,False
household,deli,1,-0.2669,0.09163,0.69593,False
household,deli,2,0.1245,0.44407,0.89461,False
household,deli,3,-0.0086,0.95846,0.99434,False
household,deli,4,-0.0255,0.87925,0.97542,False
household,dry goods pasta,1,-0.2449,0.12279,0.72852,False
household,dry goods pasta,2,0.1729,0.28591,0.8529,False
household,dry goods pasta,3,0.0543,0.74262,0.95103,False
household,dry goods pasta,4,0.2383,0.14973,0.74424,False
household,frozen,1,-0.001,0.99487,0.99854,False
household,frozen,2,-0.1071,0.51074,0.89922,False
household,frozen,3,-0.0694,0.6745,0.92289,False
household,frozen,4,0.4352,0.00632,0.51938,False
household,international,1,0.199,0.21216,0.77372,False
household,international,2,0.1524,0.3477,0.86692,False
household,international,3,-0.0921,0.57717,0.91785,False
household,international,4,-0.1057,0.52757,0.90305,False
household,meat seafood,1,0.2073,0.19347,0.74976,False
household,meat seafood,2,-0.1524,0.34791,0.86692,False
household,meat seafood,3,-0.0857,0.60409,0.92061,False
household,meat seafood,4,-0.0232,0.89025,0.97585,False
household,pantry,1,0.2329,0.14287,0.74424,False
household,pantry,2,-0.1266,0.43647,0.88761,False
household,pantry,3,-0.062,0.7076,0.93617,False
household,pantry,4,0.1197,0.47423,0.89904,False
household,personal care,1,-0.1649,0.30289,0.8529,False
household,personal care,2,0.0245,0.88063,0.97542,False
household,personal care,3,-0.175,0.28663,0.8529,False
household,personal care,4,0.3285,0.04403,0.64767,False
household,pets,1,0.0813,0.61341,0.92061,False
household,pets,2,0.0007,0.99673,0.99892,False
household,pets,3,-0.1167,0.4794,0.89904,False
household,pets,4,0.0047,0.97787,0.9985,False
household,produce,1,0.2621,0.09777,0.69593,False
household,produce,2,0.1314,0.41905,0.88458,False
household,produce,3,0.0717,0.66427,0.92289,False
household,produce,4,-0.4057,0.0115,0.51938,False
household,snacks,1,-0.2295,0.14894,0.74424,False
household,snacks,2,0.0113,0.94502,0.99249,False
household,snacks,3,0.2339,0.1518,0.74424,False
household,snacks,4,0.169,0.31035,0.8529,False
international,alcohol,1,-0.1508,0.34672,0.86692,False
international,alcohol,2,0.0289,0.85936,0.9735,False
international,alcohol,3,0.0197,0.90523,0.97894,False
international,alcohol,4,0.0557,0.73962,0.95103,False
international,babies,1,-0.0276,0.86401,0.9735,False
international,babies,2,-0.157,0.33333,0.86692,False
international,babies,3,-0.1871,0.25408,0.80921,False
international,babies,4,0.1052,0.52967,0.90305,False
international,bakery,1,-0.0879,0.58455,0.91785,False
international,bakery,2,0.1573,0.33244,0.86692,False
international,bakery,3,-0.2065,0.20727,0.77034,False
international,bakery,4,0.1707,0.30545,0.8529,False
international,beverages,1,-0.1053,0.51223,0.89977,False
international,beverages,2,0.0665,0.68362,0.92913,False
international,beverages,3,0.0345,0.83506,0.9735,False
international,beverages,4,-0.0206,0.90216,0.9781,False
international,breakfast,1,0.234,0.14088,0.74424,False
international,breakfast,2,0.0306,0.85153,0.9735,False
international,breakfast,3,0.2535,0.11938,0.72851,False
international,breakfast,4,-0.005,0.97622,0.9985,False
international,bulk,1,0.1794,0.26167,0.81889,False
international,bulk,2,0.0124,0.93956,0.99133,False
international,bulk,3,-0.1736,0.2906,0.8529,False
international,bulk,4,0.1223,0.46448,0.89904,False
international,canned goods,1,0.1759,0.27133,0.83599,False
international,canned goods,2,0.133,0.41317,0.88458,False
international,canned goods,3,-0.0396,0.81106,0.96481,False
international,canned goods,4,0.0495,0.76799,0.95541,False
international,dairy eggs,1,-0.0373,0.81695,0.96752,False
international,dairy eggs,2,-0.093,0.5682,0.91436,False
international,dairy eggs,3,-0.3856,0.01535,0.51938,False
international,dairy eggs,4,0.0645,0.70063,0.93205,False
international,deli,1,0.0051,0.97482,0.9985,False
international,deli,2,-0.0018,0.99121,0.99854,False
international,deli,3,-0.0526,0.75067,0.95245,False
international,deli,4,-0.0749,0.65478,0.92289,False
international,dry goods pasta,1,0.2185,0.17001,0.74424,False
international,dry goods pasta,2,-0.0072,0.96468,0.99674,False
international,dry goods pasta,3,0.1696,0.30186,0.8529,False
international,dry goods pasta,4,-0.0674,0.6875,0.92935,False
international,frozen,1,0.0322,0.84157,0.9735,False
international,frozen,2,0.066,0.68598,0.92913,False
international,frozen,3,0.1516,0.35702,0.87002,False
international,frozen,4,-0.1336,0.42375,0.8848,False
international,household,1,-0.0526,0.74399,0.95103,False
international,household,2,0.1305,0.4223,0.8848,False
international,household,3,0.2153,0.18812,0.74976,False
international,household,4,0.09,0.59104,0.91785,False
international,meat seafood,1,-0.2292,0.14952,0.74424,False
international,meat seafood,2,0.4856,0.00149,0.33972,False
international,meat seafood,3,-0.2597,0.11041,0.70372,False
international,meat seafood,4,0.1612,0.33359,0.86692,False
international,pantry,1,-0.117,0.46644,0.89904,False
international,pantry,2,-0.0813,0.61795,0.92087,False
international,pantry,3,0.2499,0.12495,0.72852,False
international,pantry,4,0.0932,0.57764,0.91785,False
international,personal care,1,-0.0861,0.59253,0.91785,False
international,personal care,2,-0.0164,0.92,0.9853,False
international,personal care,3,0.3235,0.04458,0.64878,False
international,personal care,4,-0.048,0.77495,0.95767,False
international,pets,1,0.0349,0.82859,0.9735,False
international,pets,2,-0.0686,0.67395,0.92289,False
international,pets,3,-0.1309,0.42696,0.88716,False
international,pets,4,0.1191,0.47648,0.89904,False
international,produce,1,0.0644,0.68895,0.92947,False
international,produce,2,-0.0968,0.55258,0.90741,False
international,produce,3,-0.0637,0.70011,0.93205,False
international,produce,4,-0.1253,0.45355,0.89461,False
international,snacks,1,0.1947,0.22247,0.77471,False
international,snacks,2,0.2793,0.08094,0.69593,False
international,snacks,3,0.0294,0.85893,0.9735,False
international,snacks,4,-0.0809,0.62927,0.92289,False
meat seafood,alcohol,1,-0.111,0.48975,0.89904,False
meat seafood,alcohol,2,0.0619,0.70443,0.93525,False
meat seafood,alcohol,3,-0.1636,0.3197,0.85589,False
meat seafood,alcohol,4,0.4291,0.00718,0.51938,False
meat seafood,babies,1,-0.094,0.55891,0.91436,False
meat seafood,babies,2,0.1782,0.2713,0.83599,False
meat seafood,babies,3,-0.1343,0.41505,0.88458,False
meat seafood,babies,4,-0.1168,0.48513,0.89904,False
meat seafood,bakery,1,-0.1599,0.31795,0.85453,False
meat seafood,bakery,2,0.1286,0.42905,0.88716,False
meat seafood,bakery,3,0.1519,0.35601,0.87002,False
meat seafood,bakery,4,-0.348,0.03229,0.5886,False
meat seafood,beverages,1,0.0681,0.67209,0.92289,False
meat seafood,beverages,2,0.1409,0.38595,0.87292,False
meat seafood,beverages,3,0.0284,0.86357,0.9735,False
meat seafood,beverages,4,-0.3311,0.04229,0.64767,False
meat seafood,breakfast,1,-0.0009,0.99562,0.99854,False
meat seafood,breakfast,2,0.0131,0.93583,0.98881,False
meat seafood,breakfast,3,-0.1966,0.23025,0.77882,False
meat seafood,breakfast,4,0.0913,0.58579,0.91785,False
meat seafood,bulk,1,-0.0981,0.54153,0.9071,False
meat seafood,bulk,2,-0.0275,0.86616,0.9735,False
meat seafood,bulk,3,0.0736,0.65608,0.92289,False
meat seafood,bulk,4,-0.1449,0.38542,0.87292,False
meat seafood,canned goods,1,0.0034,0.98295,0.99854,False
meat seafood,canned goods,2,-0.147,0.3654,0.87292,False
meat seafood,canned goods,3,0.2086,0.20244,0.76514,False
meat seafood,canned goods,4,0.0416,0.80417,0.96427,False
meat seafood,dairy eggs,1,-0.0199,0.90192,0.9781,False
meat seafood,dairy eggs,2,0.1843,0.25483,0.80921,False
meat seafood,dairy eggs,3,-0.0381,0.81785,0.96752,False
meat seafood,dairy eggs,4,-0.2909,0.0764,0.67867,False
meat seafood,deli,1,-0.0909,0.57199,0.91733,False
meat seafood,deli,2,-0.0341,0.83454,0.9735,False
meat seafood,deli,3,-0.0497,0.76395,0.95541,False
meat seafood,deli,4,-0.0265,0.87431,0.97528,False
meat seafood,dry goods pasta,1,-0.0463,0.77389,0.95767,False
meat seafood,dry goods pasta,2,0.211,0.19126,0.74976,False
meat seafood,dry goods pasta,3,-0.0789,0.63295,0.92289,False
meat seafood,dry goods pasta,4,0.0416,0.80426,0.96427,False
meat seafood,frozen,1,0.1146,0.47559,0.89904,False
meat seafood,frozen,2,-0.3093,0.05211,0.66194,False
meat seafood,frozen,3,-0.0691,0.67598,0.92289,False
meat seafood,frozen,4,0.1827,0.27228,0.837,False
meat seafood,household,1,-0.0929,0.56347,0.91436,False
meat seafood,household,2,-0.0105,0.94881,0.99286,False
meat seafood,household,3,0.0066,0.96827,0.9974,False
meat seafood,household,4,0.2053,0.21622,0.77471,False
meat seafood,international,1,0.2168,0.1734,0.7483,False
meat seafood,international,2,-0.0871,0.59323,0.91785,False
meat seafood,international,3,-0.1117,0.49832,0.89904,False
meat seafood,international,4,0.1896,0.25427,0.80921,False
meat seafood,pantry,1,0.0916,0.56877,0.91436,False
meat seafood,pantry,2,0.0011,0.99442,0.99854,False
meat seafood,pantry,3,-0.144,0.38169,0.87292,False
meat seafood,pantry,4,0.3005,0.06676,0.66922,False
meat seafood,personal care,1,0.3888,0.012,0.51938,False
meat seafood,personal care,2,-0.1424,0.38058,0.87292,False
meat seafood,personal care,3,-0.0787,0.63401,0.92289,False
meat seafood,personal care,4,0.1447,0.38592,0.87292,False
